交易发起日期	产品名称	产品代码	业务类型	申请数额	申请单位	确认数额	确认单位	链接
2019-05-15	南方天天利货币Ｂ	003474	红利再投资	-	-	3.23	份	https://query.1234567.com.cn/Query/Detail?id=201905150130301306468860a1&businType=143&traceNo=
2019-05-15	南方天天利货币Ｂ	003474	红利再投资	-	-	0.20	份	https://query.1234567.com.cn/Query/Detail?id=201905150130301306468860a2&businType=143&traceNo=
2019-05-15	易方达安心回报债券A	110027	活期宝转入	6400.00	元	3942.59	份	https://query.1234567.com.cn/Query/Detail?id=11d0ed766cb64d2689ef1db5ab445f61&businType=22&traceNo=11d0ed766cb64d2689ef1db5ab445f61
2019-05-15	易方达消费行业股票	110022	卖出回活期宝(有调减)	3730.54	份	9940.44	元	https://query.1234567.com.cn/Query/Detail?id=1a3d38c807e94b4aacfa51e517ebd8d7&businType=812&traceNo=5671e257df1f4cc1a0c57b757bf280a1
2019-05-15	鹏华添利宝货币	001666	红利再投资	-	-	3.72	份	https://query.1234567.com.cn/Query/Detail?id=201905150630301565774990&businType=143&traceNo=
2019-05-14	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201905140130301303788420a2&businType=143&traceNo=
2019-05-14	南方天天利货币Ｂ	003474	红利再投资	-	-	3.23	份	https://query.1234567.com.cn/Query/Detail?id=201905140130301303788420a1&businType=143&traceNo=
2019-05-14	鹏华添利宝货币	001666	红利再投资	-	-	3.72	份	https://query.1234567.com.cn/Query/Detail?id=201905140630301563062160&businType=143&traceNo=
2019-05-13	南方天天利货币Ｂ	003474	红利再投资	-	-	9.65	份	https://query.1234567.com.cn/Query/Detail?id=201905130130301300942320a1&businType=143&traceNo=
2019-05-13	南方天天利货币Ｂ	003474	红利再投资	-	-	0.61	份	https://query.1234567.com.cn/Query/Detail?id=201905130130301300942320a2&businType=143&traceNo=
2019-05-13	鹏华添利宝货币	001666	红利再投资	-	-	10.81	份	https://query.1234567.com.cn/Query/Detail?id=201905130630301560133960&businType=143&traceNo=
2019-05-10	南方天天利货币Ｂ	003474	红利再投资	-	-	3.23	份	https://query.1234567.com.cn/Query/Detail?id=201905100130301298340890a1&businType=143&traceNo=
2019-05-10	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201905100130301298340890a2&businType=143&traceNo=
2019-05-10	鹏华添利宝货币	001666	红利再投资	-	-	3.82	份	https://query.1234567.com.cn/Query/Detail?id=201905100630301557304090&businType=143&traceNo=
2019-05-09	南方天天利货币Ｂ	003474	红利再投资	-	-	3.25	份	https://query.1234567.com.cn/Query/Detail?id=201905090130301295506100a1&businType=143&traceNo=
2019-05-09	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201905090130301295506100a2&businType=143&traceNo=
2019-05-09	鹏华添利宝货币	001666	红利再投资	-	-	3.88	份	https://query.1234567.com.cn/Query/Detail?id=201905090630301554374790&businType=143&traceNo=
2019-05-08	南方天天利货币Ｂ	003474	红利再投资	-	-	3.25	份	https://query.1234567.com.cn/Query/Detail?id=201905080130301292817610&businType=143&traceNo=
2019-05-08	鹏华添利宝货币	001666	红利再投资	-	-	3.51	份	https://query.1234567.com.cn/Query/Detail?id=201905080630301551514630&businType=143&traceNo=
2019-05-07	鹏华添利宝货币	001666	红利再投资	-	-	3.53	份	https://query.1234567.com.cn/Query/Detail?id=201905070630301548644050&businType=143&traceNo=
2019-05-07	南方天天利货币Ｂ	003474	红利再投资	-	-	3.36	份	https://query.1234567.com.cn/Query/Detail?id=201905070130301290134450&businType=143&traceNo=
2019-05-07	南方天天利货币Ｂ	003474	活期宝充值	2608.96	元	2608.96	份	https://query.1234567.com.cn/Query/Detail?id=964390d64d4e41f094c3d42ed34ebb3d&businType=801&traceNo=
2019-05-06	南方天天利货币Ｂ	003474	红利再投资	-	-	20.04	份	https://query.1234567.com.cn/Query/Detail?id=201905060130301286552220&businType=143&traceNo=
2019-05-06	鹏华添利宝货币	001666	红利再投资	-	-	21.28	份	https://query.1234567.com.cn/Query/Detail?id=201905060630301544765760&businType=143&traceNo=
2019-07-01	活期宝	------	活期宝快速取现	6100.00	份	6100.00	元	https://query.1234567.com.cn/Query/Detail?id=70c8977db2644b2588f1001c8b48d981&businType=803&traceNo=
2019-07-01	鹏华添利宝货币	001666	红利再投资	-	-	10.23	份	https://query.1234567.com.cn/Query/Detail?id=201907010630301649864950&businType=143&traceNo=
2019-07-01	南方天天利货币Ｂ	003474	红利再投资	-	-	3.80	份	https://query.1234567.com.cn/Query/Detail?id=201907010130301393691350a1&businType=143&traceNo=
2019-07-01	南方天天利货币Ｂ	003474	红利再投资	-	-	0.64	份	https://query.1234567.com.cn/Query/Detail?id=201907010130301393691350a2&businType=143&traceNo=
2019-06-28	鹏华添利宝货币	001666	红利再投资	-	-	3.55	份	https://query.1234567.com.cn/Query/Detail?id=201906280630301647254810&businType=143&traceNo=
2019-06-28	南方天天利货币Ｂ	003474	红利再投资	-	-	1.28	份	https://query.1234567.com.cn/Query/Detail?id=201906280130301391061000a1&businType=143&traceNo=
2019-06-28	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201906280130301391061000a2&businType=143&traceNo=
2019-06-27	鹏华添利宝货币	001666	红利再投资	-	-	3.71	份	https://query.1234567.com.cn/Query/Detail?id=201906270630301644714670&businType=143&traceNo=
2019-06-27	南方天天利货币Ｂ	003474	红利再投资	-	-	1.27	份	https://query.1234567.com.cn/Query/Detail?id=201906270130301388377590a1&businType=143&traceNo=
2019-06-27	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201906270130301388377590a2&businType=143&traceNo=
2019-06-26	鹏华添利宝货币	001666	红利再投资	-	-	3.75	份	https://query.1234567.com.cn/Query/Detail?id=201906260630301642210080&businType=143&traceNo=
2019-06-26	南方天天利货币Ｂ	003474	红利再投资	-	-	1.28	份	https://query.1234567.com.cn/Query/Detail?id=201906260130301385738220a1&businType=143&traceNo=
2019-06-26	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201906260130301385738220a2&businType=143&traceNo=
2019-06-25	鹏华添利宝货币	001666	红利再投资	-	-	3.69	份	https://query.1234567.com.cn/Query/Detail?id=201906250630301639620050&businType=143&traceNo=
2019-06-25	南方天天利货币Ｂ	003474	红利再投资	-	-	1.28	份	https://query.1234567.com.cn/Query/Detail?id=201906250130301382990520a1&businType=143&traceNo=
2019-06-25	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201906250130301382990520a2&businType=143&traceNo=
2019-06-24	南方天天利货币Ｂ	003474	红利再投资	-	-	3.80	份	https://query.1234567.com.cn/Query/Detail?id=201906240130301380165620a1&businType=143&traceNo=
2019-06-24	南方天天利货币Ｂ	003474	红利再投资	-	-	0.64	份	https://query.1234567.com.cn/Query/Detail?id=201906240130301380165620a2&businType=143&traceNo=
2019-06-24	鹏华添利宝货币	001666	红利再投资	-	-	11.06	份	https://query.1234567.com.cn/Query/Detail?id=201906240630301636891480&businType=143&traceNo=
2019-06-24	兴全可转债混合	340001	红利再投资	-	-	617.75	份	https://query.1234567.com.cn/Query/Detail?id=20190624343030006950192&businType=143&traceNo=
2019-06-21	南方天天利货币Ｂ	003474	红利再投资	-	-	1.29	份	https://query.1234567.com.cn/Query/Detail?id=201906210130301377537010a1&businType=143&traceNo=
2019-06-21	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201906210130301377537010a2&businType=143&traceNo=
2019-06-21	鹏华添利宝货币	001666	红利再投资	-	-	3.74	份	https://query.1234567.com.cn/Query/Detail?id=201906210630301634241070&businType=143&traceNo=
2019-06-20	南方天天利货币Ｂ	003474	红利再投资	-	-	1.29	份	https://query.1234567.com.cn/Query/Detail?id=201906200130301374802030a1&businType=143&traceNo=
2019-06-20	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201906200130301374802030a2&businType=143&traceNo=
2019-06-20	鹏华添利宝货币	001666	红利再投资	-	-	3.86	份	https://query.1234567.com.cn/Query/Detail?id=201906200630301631661230&businType=143&traceNo=
2019-06-19	南方天天利货币Ｂ	003474	红利再投资	-	-	1.87	份	https://query.1234567.com.cn/Query/Detail?id=201906190130301372200210a1&businType=143&traceNo=
2019-06-19	南方天天利货币Ｂ	003474	红利再投资	-	-	0.15	份	https://query.1234567.com.cn/Query/Detail?id=201906190130301372200210a2&businType=143&traceNo=
2019-06-19	鹏华添利宝货币	001666	红利再投资	-	-	3.79	份	https://query.1234567.com.cn/Query/Detail?id=201906190630301629201330&businType=143&traceNo=
2019-06-18	活期宝	------	活期宝快速取现	6400.00	份	6400.00	元	https://query.1234567.com.cn/Query/Detail?id=4353a96b844842a2bbf77415fb4cb81a&businType=803&traceNo=
2019-06-18	南方天天利货币Ｂ	003474	红利再投资	-	-	2.61	份	https://query.1234567.com.cn/Query/Detail?id=201906180130301369633630a1&businType=143&traceNo=
2019-06-18	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201906180130301369633630a2&businType=143&traceNo=
2019-06-18	鹏华添利宝货币	001666	红利再投资	-	-	4.22	份	https://query.1234567.com.cn/Query/Detail?id=201906180630301626760650&businType=143&traceNo=
2019-06-18	易方达安心回报债券A	110027	活期宝转入	6400.00	元	4042.28	份	https://query.1234567.com.cn/Query/Detail?id=2e67ded05a14429e82077bc6caed0da0&businType=22&traceNo=2e67ded05a14429e82077bc6caed0da0
2019-06-18	活期宝	------	活期宝快速取现	6400.00	份	6400.00	元	https://query.1234567.com.cn/Query/Detail?id=025bb77806c04e86b2f656c070fff00c&businType=803&traceNo=
2019-06-17	南方天天利货币Ｂ	003474	红利再投资	-	-	0.63	份	https://query.1234567.com.cn/Query/Detail?id=201906170130301366481510a2&businType=143&traceNo=
2019-06-17	南方天天利货币Ｂ	003474	红利再投资	-	-	7.77	份	https://query.1234567.com.cn/Query/Detail?id=201906170130301366481510a1&businType=143&traceNo=
2019-06-17	鹏华添利宝货币	001666	红利再投资	-	-	11.74	份	https://query.1234567.com.cn/Query/Detail?id=201906170630301624104540&businType=143&traceNo=
2019-06-14	南方天天利货币Ｂ	003474	红利再投资	-	-	2.60	份	https://query.1234567.com.cn/Query/Detail?id=201906140130301363902550a1&businType=143&traceNo=
2019-06-14	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201906140130301363902550a2&businType=143&traceNo=
2019-06-14	鹏华添利宝货币	001666	红利再投资	-	-	3.72	份	https://query.1234567.com.cn/Query/Detail?id=201906140630301621565280&businType=143&traceNo=
2019-06-13	南方天天利货币Ｂ	003474	红利再投资	-	-	2.59	份	https://query.1234567.com.cn/Query/Detail?id=201906130130301361199760a1&businType=143&traceNo=
2019-06-13	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201906130130301361199760a2&businType=143&traceNo=
2019-06-13	鹏华添利宝货币	001666	红利再投资	-	-	3.65	份	https://query.1234567.com.cn/Query/Detail?id=201906130630301619086870&businType=143&traceNo=
2019-06-12	南方天天利货币Ｂ	003474	红利再投资	-	-	2.56	份	https://query.1234567.com.cn/Query/Detail?id=201906120130301358604730a1&businType=143&traceNo=
2019-06-12	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201906120130301358604730a2&businType=143&traceNo=
2019-06-12	鹏华添利宝货币	001666	红利再投资	-	-	3.60	份	https://query.1234567.com.cn/Query/Detail?id=201906120630301616652930&businType=143&traceNo=
2019-06-11	南方天天利货币Ｂ	003474	红利再投资	-	-	0.22	份	https://query.1234567.com.cn/Query/Detail?id=201906110130301355950630a2&businType=143&traceNo=
2019-06-11	南方天天利货币Ｂ	003474	红利再投资	-	-	2.72	份	https://query.1234567.com.cn/Query/Detail?id=201906110130301355950630a1&businType=143&traceNo=
2019-06-11	鹏华添利宝货币	001666	红利再投资	-	-	3.48	份	https://query.1234567.com.cn/Query/Detail?id=201906110630301614191740&businType=143&traceNo=
2019-06-10	南方天天利货币Ｂ	003474	红利再投资	-	-	10.07	份	https://query.1234567.com.cn/Query/Detail?id=201906100130301353030600a1&businType=143&traceNo=
2019-06-10	南方天天利货币Ｂ	003474	红利再投资	-	-	0.82	份	https://query.1234567.com.cn/Query/Detail?id=201906100130301353030600a2&businType=143&traceNo=
2019-06-10	鹏华添利宝货币	001666	红利再投资	-	-	13.81	份	https://query.1234567.com.cn/Query/Detail?id=201906100630301611438210&businType=143&traceNo=
2019-06-06	南方天天利货币Ｂ	003474	红利再投资	-	-	2.55	份	https://query.1234567.com.cn/Query/Detail?id=201906060130301350266610a1&businType=143&traceNo=
2019-06-06	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201906060130301350266610a2&businType=143&traceNo=
2019-06-06	鹏华添利宝货币	001666	红利再投资	-	-	3.50	份	https://query.1234567.com.cn/Query/Detail?id=201906060630301608665190&businType=143&traceNo=
2019-06-05	南方天天利货币Ｂ	003474	红利再投资	-	-	2.54	份	https://query.1234567.com.cn/Query/Detail?id=201906050130301347761620a1&businType=143&traceNo=
2019-06-05	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201906050130301347761620a2&businType=143&traceNo=
2019-06-05	鹏华添利宝货币	001666	红利再投资	-	-	3.79	份	https://query.1234567.com.cn/Query/Detail?id=201906050630301606169570&businType=143&traceNo=
2019-06-04	南方天天利货币Ｂ	003474	红利再投资	-	-	2.60	份	https://query.1234567.com.cn/Query/Detail?id=201906040130301345001190a1&businType=143&traceNo=
2019-06-04	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201906040130301345001190a2&businType=143&traceNo=
2019-06-04	鹏华添利宝货币	001666	红利再投资	-	-	3.53	份	https://query.1234567.com.cn/Query/Detail?id=201906040630301603599600&businType=143&traceNo=
2019-06-03	南方天天利货币Ｂ	003474	红利再投资	-	-	7.69	份	https://query.1234567.com.cn/Query/Detail?id=201906030130301342108330a1&businType=143&traceNo=
2019-06-03	南方天天利货币Ｂ	003474	红利再投资	-	-	0.63	份	https://query.1234567.com.cn/Query/Detail?id=201906030130301342108330a2&businType=143&traceNo=
2019-06-03	鹏华添利宝货币	001666	红利再投资	-	-	10.57	份	https://query.1234567.com.cn/Query/Detail?id=201906030630301600843870&businType=143&traceNo=
2019-08-01	鹏华添利宝货币	001666	红利再投资	-	-	3.18	份	https://query.1234567.com.cn/Query/Detail?id=201908010630301706001260&businType=143&traceNo=
2019-08-01	南方天天利货币Ｂ	003474	红利再投资	-	-	3.03	份	https://query.1234567.com.cn/Query/Detail?id=201908010130301456951000a1&businType=143&traceNo=
2019-08-01	南方天天利货币Ｂ	003474	红利再投资	-	-	0.72	份	https://query.1234567.com.cn/Query/Detail?id=201908010130301456951000a2&businType=143&traceNo=
2019-07-31	易方达安心回报债券A	110027	活期宝转入	6400.00	元	3887.47	份	https://query.1234567.com.cn/Query/Detail?id=d018c657c9604442b5508fd4f3d08174&businType=22&traceNo=d018c657c9604442b5508fd4f3d08174
2019-07-31	鹏华添利宝货币	001666	红利再投资	-	-	3.51	份	https://query.1234567.com.cn/Query/Detail?id=201907310630301703729340&businType=143&traceNo=
2019-07-31	南方天天利货币Ｂ	003474	红利再投资	-	-	3.02	份	https://query.1234567.com.cn/Query/Detail?id=201907310130301454221460a1&businType=143&traceNo=
2019-07-31	南方天天利货币Ｂ	003474	红利再投资	-	-	0.72	份	https://query.1234567.com.cn/Query/Detail?id=201907310130301454221460a2&businType=143&traceNo=
2019-07-30	鹏华添利宝货币	001666	红利再投资	-	-	3.24	份	https://query.1234567.com.cn/Query/Detail?id=201907300630301701473580&businType=143&traceNo=
2019-07-30	南方天天利货币Ｂ	003474	红利再投资	-	-	3.03	份	https://query.1234567.com.cn/Query/Detail?id=201907300130301451528640a1&businType=143&traceNo=
2019-07-30	南方天天利货币Ｂ	003474	红利再投资	-	-	0.72	份	https://query.1234567.com.cn/Query/Detail?id=201907300130301451528640a2&businType=143&traceNo=
2019-07-29	鹏华添利宝货币	001666	红利再投资	-	-	9.61	份	https://query.1234567.com.cn/Query/Detail?id=201907290630301699051630&businType=143&traceNo=
2019-07-29	南方天天利货币Ｂ	003474	红利再投资	-	-	2.15	份	https://query.1234567.com.cn/Query/Detail?id=201907290130301448676800a2&businType=143&traceNo=
2019-07-29	南方天天利货币Ｂ	003474	红利再投资	-	-	9.06	份	https://query.1234567.com.cn/Query/Detail?id=201907290130301448676800a1&businType=143&traceNo=
2019-07-26	鹏华添利宝货币	001666	红利再投资	-	-	3.19	份	https://query.1234567.com.cn/Query/Detail?id=201907260630301696677150&businType=143&traceNo=
2019-07-26	南方天天利货币Ｂ	003474	红利再投资	-	-	3.14	份	https://query.1234567.com.cn/Query/Detail?id=201907260130301446010580a1&businType=143&traceNo=
2019-07-26	南方天天利货币Ｂ	003474	红利再投资	-	-	0.75	份	https://query.1234567.com.cn/Query/Detail?id=201907260130301446010580a2&businType=143&traceNo=
2019-07-25	鹏华添利宝货币	001666	红利再投资	-	-	3.35	份	https://query.1234567.com.cn/Query/Detail?id=201907250630301694351080&businType=143&traceNo=
2019-07-25	南方天天利货币Ｂ	003474	红利再投资	-	-	3.12	份	https://query.1234567.com.cn/Query/Detail?id=201907250130301443252130a1&businType=143&traceNo=
2019-07-25	南方天天利货币Ｂ	003474	红利再投资	-	-	0.74	份	https://query.1234567.com.cn/Query/Detail?id=201907250130301443252130a2&businType=143&traceNo=
2019-07-24	鹏华添利宝货币	001666	红利再投资	-	-	3.28	份	https://query.1234567.com.cn/Query/Detail?id=201907240630301692080090&businType=143&traceNo=
2019-07-24	南方天天利货币Ｂ	003474	红利再投资	-	-	3.09	份	https://query.1234567.com.cn/Query/Detail?id=201907240130301440619820a1&businType=143&traceNo=
2019-07-24	南方天天利货币Ｂ	003474	红利再投资	-	-	0.74	份	https://query.1234567.com.cn/Query/Detail?id=201907240130301440619820a2&businType=143&traceNo=
2019-07-23	鹏华添利宝货币	001666	红利再投资	-	-	3.27	份	https://query.1234567.com.cn/Query/Detail?id=201907230630301689778270&businType=143&traceNo=
2019-07-23	南方天天利货币Ｂ	003474	红利再投资	-	-	2.12	份	https://query.1234567.com.cn/Query/Detail?id=201907230130301437947150a1&businType=143&traceNo=
2019-07-23	南方天天利货币Ｂ	003474	红利再投资	-	-	0.76	份	https://query.1234567.com.cn/Query/Detail?id=201907230130301437947150a2&businType=143&traceNo=
2019-07-22	南方天天利货币Ｂ	003474	红利再投资	-	-	5.08	份	https://query.1234567.com.cn/Query/Detail?id=201907220130301435068520a1&businType=143&traceNo=
2019-07-22	南方天天利货币Ｂ	003474	红利再投资	-	-	2.16	份	https://query.1234567.com.cn/Query/Detail?id=201907220130301435068520a2&businType=143&traceNo=
2019-07-22	鹏华添利宝货币	001666	红利再投资	-	-	9.62	份	https://query.1234567.com.cn/Query/Detail?id=201907220630301687282000&businType=143&traceNo=
2019-07-19	南方天天利货币Ｂ	003474	活期宝充值	13743.85	元	13743.85	份	https://query.1234567.com.cn/Query/Detail?id=09ece1da5a93426aa8fa438907101f6a&businType=801&traceNo=
2019-07-19	南方天天利货币Ｂ	003474	红利再投资	-	-	1.73	份	https://query.1234567.com.cn/Query/Detail?id=201907190130301432479360a1&businType=143&traceNo=
2019-07-19	南方天天利货币Ｂ	003474	红利再投资	-	-	0.74	份	https://query.1234567.com.cn/Query/Detail?id=201907190130301432479360a2&businType=143&traceNo=
2019-07-19	南方天天利货币Ｂ	003474	活期宝充值	3994.52	元	3994.52	份	https://query.1234567.com.cn/Query/Detail?id=3e7b9405cf3b444db0b68ee1766b66fd&businType=801&traceNo=
2019-07-19	鹏华添利宝货币	001666	红利再投资	-	-	3.32	份	https://query.1234567.com.cn/Query/Detail?id=201907190630301684879770&businType=143&traceNo=
2019-07-18	鹏华添利宝货币	001666	红利再投资	-	-	3.20	份	https://query.1234567.com.cn/Query/Detail?id=201907180630301682437300&businType=143&traceNo=
2019-07-18	南方天天利货币Ｂ	003474	红利再投资	-	-	1.72	份	https://query.1234567.com.cn/Query/Detail?id=201907180130301429642470a1&businType=143&traceNo=
2019-07-18	南方天天利货币Ｂ	003474	红利再投资	-	-	0.73	份	https://query.1234567.com.cn/Query/Detail?id=201907180130301429642470a2&businType=143&traceNo=
2019-07-17	南方天天利货币Ｂ	003474	红利再投资	-	-	1.73	份	https://query.1234567.com.cn/Query/Detail?id=201907170130301426958050a1&businType=143&traceNo=
2019-07-17	南方天天利货币Ｂ	003474	红利再投资	-	-	0.74	份	https://query.1234567.com.cn/Query/Detail?id=201907170130301426958050a2&businType=143&traceNo=
2019-07-17	鹏华添利宝货币	001666	红利再投资	-	-	3.23	份	https://query.1234567.com.cn/Query/Detail?id=201907170630301680063940&businType=143&traceNo=
2019-07-16	南方天天利货币Ｂ	003474	红利再投资	-	-	1.75	份	https://query.1234567.com.cn/Query/Detail?id=201907160130301423883930a1&businType=143&traceNo=
2019-07-16	南方天天利货币Ｂ	003474	红利再投资	-	-	0.74	份	https://query.1234567.com.cn/Query/Detail?id=201907160130301423883930a2&businType=143&traceNo=
2019-07-16	鹏华添利宝货币	001666	红利再投资	-	-	3.26	份	https://query.1234567.com.cn/Query/Detail?id=201907160630301677675700&businType=143&traceNo=
2019-07-15	鹏华添利宝货币	001666	红利再投资	-	-	9.80	份	https://query.1234567.com.cn/Query/Detail?id=201907150630301675121770&businType=143&traceNo=
2019-07-15	南方天天利货币Ｂ	003474	红利再投资	-	-	5.30	份	https://query.1234567.com.cn/Query/Detail?id=201907150130301421004630a1&businType=143&traceNo=
2019-07-15	南方天天利货币Ｂ	003474	红利再投资	-	-	2.25	份	https://query.1234567.com.cn/Query/Detail?id=201907150130301421004630a2&businType=143&traceNo=
2019-07-12	鹏华添利宝货币	001666	红利再投资	-	-	3.34	份	https://query.1234567.com.cn/Query/Detail?id=201907120630301672664080&businType=143&traceNo=
2019-07-12	南方天天利货币Ｂ	003474	红利再投资	-	-	1.76	份	https://query.1234567.com.cn/Query/Detail?id=201907120130301418446110a1&businType=143&traceNo=
2019-07-12	南方天天利货币Ｂ	003474	红利再投资	-	-	0.74	份	https://query.1234567.com.cn/Query/Detail?id=201907120130301418446110a2&businType=143&traceNo=
2019-07-11	鹏华添利宝货币	001666	红利再投资	-	-	3.32	份	https://query.1234567.com.cn/Query/Detail?id=201907110630301670214310&businType=143&traceNo=
2019-07-11	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201907110130301415713430a1&businType=143&traceNo=
2019-07-11	南方天天利货币Ｂ	003474	红利再投资	-	-	0.76	份	https://query.1234567.com.cn/Query/Detail?id=201907110130301415713430a2&businType=143&traceNo=
2019-07-11	华夏收益债券(QDII)A	001061	红利再投资	-	-	158.04	份	https://query.1234567.com.cn/Query/Detail?id=201907110330320190710564476850&businType=143&traceNo=
2019-07-10	南方天天利货币Ｂ	003474	活期宝充值	20000.00	元	20000.00	份	https://query.1234567.com.cn/Query/Detail?id=3d27ae8091a046cbb6dc79648d339caa&businType=801&traceNo=
2019-07-10	鹏华添利宝货币	001666	红利再投资	-	-	3.33	份	https://query.1234567.com.cn/Query/Detail?id=201907100630301667800750&businType=143&traceNo=
2019-07-10	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201907100130301413046820a1&businType=143&traceNo=
2019-07-10	南方天天利货币Ｂ	003474	红利再投资	-	-	0.76	份	https://query.1234567.com.cn/Query/Detail?id=201907100130301413046820a2&businType=143&traceNo=
2019-07-09	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201907090130301410364940a1&businType=143&traceNo=
2019-07-09	南方天天利货币Ｂ	003474	红利再投资	-	-	0.79	份	https://query.1234567.com.cn/Query/Detail?id=201907090130301410364940a2&businType=143&traceNo=
2019-07-09	鹏华添利宝货币	001666	红利再投资	-	-	3.50	份	https://query.1234567.com.cn/Query/Detail?id=201907090630301665380650&businType=143&traceNo=
2019-07-08	鹏华添利宝货币	001666	红利再投资	-	-	10.38	份	https://query.1234567.com.cn/Query/Detail?id=201907080630301662634040&businType=143&traceNo=
2019-07-08	南方天天利货币Ｂ	003474	红利再投资	-	-	0.62	份	https://query.1234567.com.cn/Query/Detail?id=201907080130301407382760a1&businType=143&traceNo=
2019-07-08	南方天天利货币Ｂ	003474	红利再投资	-	-	2.29	份	https://query.1234567.com.cn/Query/Detail?id=201907080130301407382760a2&businType=143&traceNo=
2019-07-05	鹏华添利宝货币	001666	红利再投资	-	-	3.52	份	https://query.1234567.com.cn/Query/Detail?id=201907050630301660142340&businType=143&traceNo=
2019-07-05	南方天天利货币Ｂ	003474	红利再投资	-	-	0.77	份	https://query.1234567.com.cn/Query/Detail?id=201907050130301404841290a1&businType=143&traceNo=
2019-07-05	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201907050130301404841290a2&businType=143&traceNo=
2019-07-04	鹏华添利宝货币	001666	红利再投资	-	-	3.56	份	https://query.1234567.com.cn/Query/Detail?id=201907040630301657612610&businType=143&traceNo=
2019-07-04	南方天天利货币Ｂ	003474	红利再投资	-	-	0.75	份	https://query.1234567.com.cn/Query/Detail?id=201907040130301402055200a1&businType=143&traceNo=
2019-07-04	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201907040130301402055200a2&businType=143&traceNo=
2019-07-03	鹏华添利宝货币	001666	红利再投资	-	-	3.63	份	https://query.1234567.com.cn/Query/Detail?id=201907030630301655084700&businType=143&traceNo=
2019-07-03	南方天天利货币Ｂ	003474	红利再投资	-	-	0.79	份	https://query.1234567.com.cn/Query/Detail?id=201907030130301399300660a1&businType=143&traceNo=
2019-07-03	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201907030130301399300660a2&businType=143&traceNo=
2019-07-02	鹏华添利宝货币	001666	红利再投资	-	-	3.59	份	https://query.1234567.com.cn/Query/Detail?id=201907020630301652603060&businType=143&traceNo=
2019-07-02	南方天天利货币Ｂ	003474	红利再投资	-	-	0.85	份	https://query.1234567.com.cn/Query/Detail?id=201907020130301396630930a1&businType=143&traceNo=
2019-07-02	南方天天利货币Ｂ	003474	红利再投资	-	-	0.14	份	https://query.1234567.com.cn/Query/Detail?id=201907020130301396630930a2&businType=143&traceNo=
2019-07-01	活期宝	------	活期宝快速取现	6100.00	份	6100.00	元	https://query.1234567.com.cn/Query/Detail?id=70c8977db2644b2588f1001c8b48d981&businType=803&traceNo=
2019-07-01	鹏华添利宝货币	001666	红利再投资	-	-	10.23	份	https://query.1234567.com.cn/Query/Detail?id=201907010630301649864950&businType=143&traceNo=
2019-07-01	南方天天利货币Ｂ	003474	红利再投资	-	-	3.80	份	https://query.1234567.com.cn/Query/Detail?id=201907010130301393691350a1&businType=143&traceNo=
2019-07-01	南方天天利货币Ｂ	003474	红利再投资	-	-	0.64	份	https://query.1234567.com.cn/Query/Detail?id=201907010130301393691350a2&businType=143&traceNo=
